 Fix  ,  Fix Date/Time ,     Latitude ,    Longitude , Altitude , Time ,   Temp ,Fix Status     , Sats ,  DOP
   190 , 42158.11155093 ,   45.8839586 , -102.6162469 ,  736.348 ,   27 ,   16.5 ,   "3D Fix-F1" ,    10 ,  1.8
   191 , 42158.11493056 ,   45.8840272 , -102.6161739 ,  741.285 ,   25 ,   16.5 ,   "3D Fix-F2" ,     9 ,  1.5
   192 , 42158.11837963 ,   45.8839519 , -102.6162206 ,  733.219 ,   26 ,   16.5 ,   "3D Fix-F1" ,     8 ,  1.9
   193 , 42158.12186343 ,   45.8840361 , -102.6162619 ,  745.484 ,   26 ,   16.5 ,   "3D Fix-F1" ,     8 ,  2.0
   194 , 42158.12541667 ,   45.8839750 , -102.6162361 ,  738.121 ,   26 ,   16.5 ,   "3D Fix-F1" ,     8 ,  2.0
   195 , 42158.12890046 ,   45.8840053 , -102.6162342 ,  735.395 ,   27 ,   16.5 ,   "3D Fix-F1" ,     7 ,  2.6
   196 , 42158.13236111 ,   45.8839817 , -102.6162078 ,  726.977 ,   26 ,   16.5 ,   "3D Fix-F2" ,     7 ,  2.3
   197 , 42158.13582176 ,   45.8839844 , -102.6162142 ,  737.941 ,   26 ,   16.5 ,   "3D Fix-F1" ,     7 ,  2.4
   198 , 42158.13945602 ,   45.8839639 , -102.6162069 ,  734.867 ,   39 ,   16.5 ,   "3D Fix-F0" ,     7 ,  2.1
   199 , 42158.14277778 ,   45.8840003 , -102.6162025 ,  733.809 ,   26 ,   16.5 ,   "3D Fix-F1" ,     8 ,  2.0
   200 , 42158.14613426 ,   45.8838750 , -102.6162517 ,  729.574 ,   26 ,   16.5 ,   "3D Fix-F2" ,     8 ,  2.1
   201 , 42158.14971065 ,   45.8839447 , -102.6162397 ,  737.301 ,   26 ,   16.5 ,   "3D Fix-F1" ,     8 ,  2.1
   202 , 42158.15313657 ,   45.8839703 , -102.6162256 ,  734.434 ,   25 ,   16.5 ,   "3D Fix-F1" ,     8 ,  2.2
   203 , 42158.15664352 ,   45.8839769 , -102.6162036 ,  738.984 ,   25 ,   17.0 ,   "3D Fix-F2" ,     8 ,  2.2
   204 , 42158.16009259 ,   45.8839481 , -102.6162258 ,  731.070 ,   25 ,   17.0 ,   "3D Fix-F0" ,     8 ,  2.2
   205 , 42158.16363426 ,   45.8839942 , -102.6162294 ,  729.914 ,   31 ,   17.0 ,   "3D Fix-F1" ,     8 ,  2.1
   206 , 42158.16715278 ,   45.8839447 , -102.6161628 ,  738.617 ,   31 ,   17.0 ,   "3D Fix-F0" ,     8 ,  2.1
   207 , 42158.17055556 ,   45.8839906 , -102.6161633 ,  738.578 ,   26 ,   16.5 ,   "3D Fix-F1" ,     8 ,  2.0
   208 , 42158.17396991 ,   45.8839983 , -102.6165325 ,  727.203 ,   26 ,   16.0 ,   "3D Fix-F1" ,     8 ,  1.9
   209 , 42158.17750000 ,   45.8839675 , -102.6165428 ,  737.563 ,   26 ,   16.0 ,   "3D Fix-F1" ,     7 ,  2.5
   210 , 42158.18097222 ,   45.8839736 , -102.6165125 ,  740.496 ,   26 ,   15.5 ,   "3D Fix-F2" ,     8 ,  1.8
   211 , 42158.18444444 ,   45.8839878 , -102.6165564 ,  740.059 ,   26 ,   15.5 ,   "3D Fix-F3" ,     8 ,  1.7
   212 , 42158.18798611 ,   45.8839667 , -102.6165247 ,  736.277 ,   32 ,   15.5 ,   "3D Fix-F0" ,     8 ,  2.3
   213 , 42158.19137731 ,   45.8839631 , -102.6165325 ,  738.383 ,   26 ,   15.5 ,   "3D Fix-F1" ,     8 ,  2.2
   214 , 42158.19479167 ,   45.8840053 , -102.6165353 ,  733.836 ,   26 ,   15.5 ,   "3D Fix-F1" ,     7 ,  2.1
   215 , 42158.19834491 ,   45.8839561 , -102.6165556 ,  741.875 ,   26 ,   15.5 ,   "3D Fix-F0" ,     7 ,  2.1
   216 , 42158.20181713 ,   45.8839731 , -102.6165053 ,  735.027 ,   26 ,   15.5 ,   "3D Fix-F1" ,     7 ,  2.0
   217 , 42158.20535880 ,   45.8840072 , -102.6165044 ,  734.883 ,   32 ,   15.5 ,   "3D Fix-F1" ,     7 ,  2.0
   218 , 42158.20888889 ,   45.8839836 , -102.6165156 ,  736.320 ,   39 ,   15.5 ,   "3D Fix-F2" ,     9 ,  2.0
   219 , 42158.21223380 ,   45.8839889 , -102.6165475 ,  739.180 ,   26 ,   16.0 ,   "3D Fix-F0" ,     9 ,  1.9
   220 , 42158.21570602 ,   45.8840217 , -102.6165447 ,  741.430 ,   26 ,   16.5 ,   "3D Fix-F3" ,    10 ,  1.9
   221 , 42158.21968750 ,   45.8840106 , -102.6165558 ,  737.625 ,   70 ,   16.5 ,   "3D Fix-F1" ,    10 ,  2.9
   222 , 42158.22259259 ,   45.8840461 , -102.6165300 ,  736.246 ,   25 ,   17.0 ,   "3D Fix-F1" ,    10 ,  1.6
   223 , 42158.22606481 ,   45.8840114 , -102.6165831 ,  747.246 ,   26 ,   16.5 ,   "3D Fix-F3" ,    10 ,  2.2
   224 , 42158.22951389 ,   45.8839864 , -102.6165522 ,  739.727 ,   26 ,   16.5 ,   "3D Fix-F1" ,     8 ,  2.4
   225 , 42158.23306713 ,   45.8840072 , -102.6164108 ,  724.957 ,   26 ,   16.0 ,   "3D Fix-F5" ,     9 ,  1.6
   226 , 42158.23648148 ,   45.8839647 , -102.6165753 ,  739.621 ,   26 ,   16.5 ,   "3D Fix-F1" ,     9 ,  1.6
   227 , 42158.23998843 ,   45.8840031 , -102.6165217 ,  736.063 ,   25 ,   16.5 ,   "3D Fix-F0" ,     8 ,  2.5
   228 , 42158.24346065 ,   45.8839786 , -102.6165333 ,  739.930 ,   26 ,   16.5 ,   "3D Fix-F0" ,     9 ,  3.0
   229 , 42158.24694444 ,   45.8839508 , -102.6165900 ,  740.930 ,   26 ,   16.5 ,   "3D Fix-F1" ,     9 ,  2.7
   230 , 42158.25040509 ,   45.8839906 , -102.6165294 ,  737.910 ,   26 ,   16.5 ,   "3D Fix-F1" ,     9 ,  1.5
   231 , 42158.25390046 ,   45.8839506 , -102.6166125 ,  749.063 ,   26 ,   16.5 ,   "3D Fix-F1" ,     8 ,  2.6
   232 , 42158.25750000 ,   45.8839575 , -102.6165381 ,  741.969 ,   37 ,   16.5 ,   "3D Fix-F1" ,     9 ,  1.8
   233 , 42158.26082176 ,   45.8838992 , -102.6164633 ,  751.070 ,   26 ,   16.5 ,   "3D Fix-F2" ,     9 ,  3.3
   234 , 42158.26431713 ,   45.8840083 , -102.6166006 ,  730.137 ,   26 ,   16.5 ,   "3D Fix-F4" ,     9 ,  2.2
   235 , 42158.26778935 ,   45.8839447 , -102.6165997 ,  742.078 ,   26 ,   16.5 ,   "3D Fix-F1" ,     9 ,  2.6
   236 , 42158.27123843 ,   45.8839825 , -102.6165328 ,  731.551 ,   26 ,   16.5 ,   "3D Fix-F1" ,     9 ,  1.9
   237 , 42158.27469907 ,   45.8839839 , -102.6165497 ,  742.359 ,   25 ,   17.0 ,   "3D Fix-F2" ,     9 ,  1.9
   238 , 42158.27813657 ,   45.8839233 , -102.6165428 ,  748.277 ,   28 ,   17.0 ,   "3D Fix-F2" ,     9 ,  1.9
   239 , 42158.28165509 ,   45.8839806 , -102.6165422 ,  736.645 ,   27 ,   17.0 ,   "3D Fix-F1" ,     9 ,  1.8
   240 , 42158.28515046 ,   45.8839919 , -102.6165364 ,  740.566 ,   26 ,   17.0 ,   "3D Fix-F1" ,     9 ,  2.1
   241 , 42158.28861111 ,   45.8839928 , -102.6165539 ,  746.176 ,   25 ,   16.5 ,   "3D Fix-F3" ,     9 ,  1.7
   242 , 42158.29208333 ,   45.8839881 , -102.6165631 ,  736.148 ,   26 ,   16.5 ,   "3D Fix-F2" ,     8 ,  2.5
   243 , 42158.29555556 ,   45.8839553 , -102.6165328 ,  733.031 ,   33 ,   16.5 ,   "3D Fix-F1" ,     8 ,  2.1
   244 , 42158.29901620 ,   45.8839522 , -102.6165606 ,  742.816 ,   26 ,   16.5 ,   "3D Fix-F1" ,     8 ,  2.0
   245 , 42158.30253472 ,   45.8839592 , -102.6165778 ,  740.949 ,   29 ,   16.5 ,   "3D Fix-F2" ,     8 ,  1.9
   246 , 42158.30598380 ,   45.8839317 , -102.6165986 ,  748.797 ,   26 ,   16.5 ,   "3D Fix-F1" ,     8 ,  2.3
   247 , 42158.30954861 ,   45.8840306 , -102.6169722 ,  749.742 ,   35 ,   16.0 ,   "3D Fix-F8" ,     8 ,  2.0
   248 , 42158.31290509 ,   45.8840350 , -102.6168581 ,  737.941 ,   30 ,   16.0 ,   "3D Fix-F3" ,     8 ,  2.1
   249 , 42158.31665509 ,   45.8839831 , -102.6169122 ,  737.793 ,   49 ,   15.5 ,   "3D Fix-F3" ,    10 ,  2.5
   250 , 42158.31994213 ,   45.8840331 , -102.6168561 ,  736.285 ,   32 ,   16.0 ,   "3D Fix-F2" ,    10 ,  1.8
   251 , 42158.32326389 ,   45.8840136 , -102.6168222 ,  743.895 ,   26 ,   16.5 ,   "3D Fix-F1" ,    10 ,  1.7
   252 , 42158.32677083 ,   45.8839628 , -102.6168536 ,  737.660 ,   26 ,   16.0 ,   "3D Fix-F1" ,     7 ,  2.2
   253 , 42158.33035880 ,   45.8839886 , -102.6167592 ,  734.395 ,   32 ,   16.0 ,   "3D Fix-F6" ,    10 ,  1.7
   254 , 42158.33375000 ,   45.8840589 , -102.6167800 ,  737.262 ,   26 ,   16.0 ,   "3D Fix-F4" ,     8 ,  2.1
   255 , 42158.33718750 ,   45.8838586 , -102.6164200 ,  737.711 ,   26 ,   15.0 ,   "3D Fix-F1" ,     9 ,  1.9
   256 , 42158.34083333 ,   45.8840261 , -102.6164706 ,  739.223 ,   38 ,   14.5 ,   "3D Fix-F1" ,     9 ,  1.8
   257 , 42158.34416667 ,   45.8839878 , -102.6164950 ,  744.711 ,   26 ,   14.5 ,   "3D Fix-F1" ,    10 ,  2.6
   258 , 42158.34762731 ,   45.8840333 , -102.6165153 ,  736.250 ,   26 ,   14.5 ,   "3D Fix-F1" ,     8 ,  2.2
   259 , 42158.35112269 ,   45.8839897 , -102.6162081 ,  737.625 ,   27 ,   14.5 ,   "3D Fix-F1" ,     8 ,  1.7
   260 , 42158.35458333 ,   45.8839644 , -102.6162175 ,  737.477 ,   26 ,   14.5 ,   "3D Fix-F1" ,     8 ,  1.7
   261 , 42158.35820602 ,   45.8839928 , -102.6161778 ,  741.277 ,   38 ,   14.5 ,   "3D Fix-F1" ,    10 ,  1.6
   262 , 42158.36159722 ,   45.8839336 , -102.6162872 ,  738.500 ,   31 ,   14.5 ,   "3D Fix-F4" ,    10 ,  1.4
   263 , 42158.36500000 ,   45.8839333 , -102.6165344 ,  744.023 ,   25 ,   14.5 ,   "3D Fix-F2" ,    10 ,  1.5
   264 , 42158.36847222 ,   45.8839961 , -102.6162711 ,  743.133 ,   26 ,   14.0 ,   "3D Fix-F1" ,     9 ,  1.5
   265 , 42158.37187500 ,   45.8839631 , -102.6167936 ,  745.637 ,   26 ,   14.0 ,   "3D Fix-F2" ,     9 ,  1.5
   266 , 42158.37541667 ,   45.8838583 , -102.6167656 ,  741.195 ,   26 ,   14.0 ,   "3D Fix-F0" ,     8 ,  2.0
   267 , 42158.37886574 ,   45.8838575 , -102.6167294 ,  745.090 ,   25 ,   14.0 ,   "3D Fix-F2" ,     9 ,  1.4
   268 , 42158.38231481 ,   45.8839736 , -102.6166131 ,  744.902 ,   25 ,   14.0 ,   "3D Fix-F1" ,     7 ,  1.7
   269 , 42158.38579861 ,   45.8839544 , -102.6164769 ,  741.813 ,   25 ,   14.0 ,   "3D Fix-F2" ,     8 ,  1.5
   270 , 42158.38930556 ,   45.8840664 , -102.6160692 ,  753.742 ,   26 ,   14.0 ,   "3D Fix-F5" ,     8 ,  2.4
   271 , 42158.39277778 ,   45.8840003 , -102.6162106 ,  745.828 ,   26 ,   14.5 ,   "3D Fix-F0" ,     6 ,  4.9
   272 , 42158.39641204 ,   45.8839261 , -102.6163344 ,  747.395 ,   39 ,   14.5 ,   "3D Fix-F1" ,     8 ,  2.3
   273 , 42158.39973380 ,   45.8839219 , -102.6163106 ,  747.531 ,   26 ,   15.0 ,   "3D Fix-F2" ,     8 ,  2.3
   274 , 42158.40312500 ,   45.8839683 , -102.6162711 ,  738.672 ,   26 ,   15.0 ,   "3D Fix-F1" ,     7 ,  2.3
   275 , 42158.40679398 ,   45.8839506 , -102.6161628 ,  748.473 ,   38 ,   15.5 ,   "3D Fix-F1" ,     7 ,  2.2
   276 , 42158.41013889 ,   45.8839914 , -102.6161503 ,  741.152 ,   26 ,   15.5 ,   "3D Fix-F1" ,     7 ,  2.1
   277 , 42158.41353009 ,   45.8839794 , -102.6161781 ,  752.324 ,   26 ,   15.0 ,   "3D Fix-F0" ,     6 ,  3.6
   278 , 42158.41715278 ,   45.8839803 , -102.6162033 ,  750.254 ,   31 ,   15.0 ,   "3D Fix-F3" ,     8 ,  1.9
   279 , 42158.42054398 ,   45.8840042 , -102.6161828 ,  745.293 ,   26 ,   15.0 ,   "3D Fix-F1" ,     8 ,  2.3
   280 , 42158.42409722 ,   45.8840008 , -102.6163144 ,  743.020 ,   32 ,   15.5 ,   "3D Fix-F2" ,     9 ,  1.8
   281 , 42158.42758102 ,   45.8839925 , -102.6161581 ,  738.809 ,   38 ,   16.0 ,   "3D Fix-F0" ,     9 ,  2.2
   282 , 42158.43105324 ,   45.8839897 , -102.6161483 ,  743.625 ,   32 ,   16.5 ,   "3D Fix-F4" ,     9 ,  1.4
   283 , 42158.43443287 ,   45.8839522 , -102.6161836 ,  741.051 ,   26 ,   17.0 ,   "3D Fix-F2" ,     8 ,  1.6
   284 , 42158.43792824 ,   45.8839958 , -102.6163239 ,  752.965 ,   26 ,   17.5 ,   "3D Fix-F4" ,     8 ,  1.6
   285 , 42158.44136574 ,   45.8839736 , -102.6162500 ,  752.430 ,   26 ,   17.5 ,   "3D Fix-F2" ,     8 ,  2.0
   286 , 42158.44483796 ,   45.8840322 , -102.6162753 ,  738.855 ,   26 ,   17.5 ,   "3D Fix-F1" ,     7 ,  2.0
   287 , 42158.44827546 ,   45.8840331 , -102.6162922 ,  740.234 ,   26 ,   18.0 ,   "3D Fix-F1" ,     7 ,  2.0
   288 , 42158.45172454 ,   45.8839342 , -102.6167761 ,  750.043 ,   26 ,   18.0 ,   "3D Fix-F2" ,     7 ,  2.1
   289 , 42158.45555556 ,   45.8841972 , -102.6166039 ,  755.102 ,   50 ,   17.5 ,   "3D Fix-F4" ,     8 ,  2.5
   290 , 42158.45873843 ,   45.8840742 , -102.6164025 ,  739.336 ,   25 ,   18.0 ,   "3D Fix-F1" ,     7 ,  2.9
   291 , 42158.46218750 ,   45.8840792 , -102.6162217 ,  747.820 ,   25 ,   18.0 ,   "3D Fix-F2" ,     7 ,  2.2
   292 , 42158.46575231 ,   45.8840497 , -102.6164122 ,  747.703 ,   31 ,   18.0 ,   "3D Fix-F0" ,     6 ,  2.9
   293 , 42158.46915509 ,   45.8840733 , -102.6165739 ,  736.469 ,   25 ,   18.0 ,   "3D Fix-F1" ,     6 ,  2.8
   294 , 42158.47258102 ,   45.8840394 , -102.6165819 ,  738.684 ,   30 ,   18.5 ,   "3D Fix-F1" ,     6 ,  2.7
   295 , 42158.47603009 ,   45.8840536 , -102.6165603 ,  740.762 ,   25 ,   18.5 ,   "3D Fix-F1" ,     6 ,  2.6
   296 , 42158.47968750 ,   45.8840481 , -102.6166308 ,  742.125 ,   35 ,   18.5 ,   "3D Fix-F5" ,     6 ,  2.5
   297 , 42158.48313657 ,   45.8840447 , -102.6163981 ,  742.836 ,   32 ,   19.0 ,   "3D Fix-F2" ,     6 ,  2.4
   298 , 42158.48649306 ,   45.8840228 , -102.6166336 ,  740.688 ,   26 ,   19.0 ,   "3D Fix-F0" ,     6 ,  2.3
   299 , 42158.49026620 ,   45.8839033 , -102.6168442 ,  748.766 ,   48 ,   19.5 ,   "3D Fix-F3" ,     9 ,  1.9
   300 , 42158.49347222 ,   45.8838717 , -102.6168267 ,  744.613 ,   26 ,   20.5 ,   "3D Fix-F2" ,     9 ,  1.6
   301 , 42158.49687500 ,   45.8838511 , -102.6168286 ,  744.547 ,   26 ,   21.5 ,   "3D Fix-F2" ,     9 ,  1.5
   302 , 42158.50040509 ,   45.8837958 , -102.6165808 ,  741.121 ,   26 ,   22.5 ,   "3D Fix-F1" ,     8 ,  2.2
   303 , 42158.50395833 ,   45.8840231 , -102.6167350 ,  741.590 ,   33 ,   21.5 ,   "3D Fix-F1" ,     8 ,  2.3
   304 , 42158.50730324 ,   45.8840131 , -102.6166047 ,  741.227 ,   26 ,   21.0 ,   "3D Fix-F1" ,     8 ,  2.3
   305 , 42158.51090278 ,   45.8840556 , -102.6161719 ,  728.973 ,   34 ,   20.5 ,   "3D Fix-F4" ,     8 ,  2.7
   306 , 42158.51445602 ,   45.8840392 , -102.6161989 ,  749.031 ,   38 ,   20.0 ,   "3D Fix-F1" ,     9 ,  1.9
   307 , 42158.51777778 ,   45.8840342 , -102.6161086 ,  751.234 ,   26 ,   20.0 ,   "3D Fix-F2" ,     9 ,  2.1
   308 , 42158.52133102 ,   45.8840258 , -102.6164306 ,  721.598 ,   32 ,   20.0 ,   "3D Fix-F4" ,     8 ,  2.1
   309 , 42158.52467593 ,   45.8840392 , -102.6162500 ,  736.438 ,   26 ,   20.0 ,   "3D Fix-F5" ,     7 ,  2.8
   310 , 42158.52820602 ,   45.8840400 , -102.6161167 ,  752.398 ,   26 ,   20.0 ,   "3D Fix-F2" ,     8 ,  2.9
   311 , 42158.53163194 ,   45.8840356 , -102.6161375 ,  747.613 ,   26 ,   20.0 ,   "3D Fix-F1" ,     8 ,  2.3
   312 , 42158.53508102 ,   45.8840222 , -102.6163889 ,  745.320 ,   26 ,   20.0 ,   "3D Fix-F1" ,     8 ,  2.2
   313 , 42158.53866898 ,   45.8840303 , -102.6166286 ,  744.238 ,   32 ,   20.0 ,   "3D Fix-F1" ,     7 ,  2.3
   314 , 42158.54209491 ,   45.8838544 , -102.6168475 ,  750.297 ,   27 ,   20.0 ,   "3D Fix-F1" ,     8 ,  2.0
   315 , 42158.54553241 ,   45.8838183 , -102.6168517 ,  751.395 ,   26 ,   21.0 ,   "3D Fix-F4" ,     7 ,  2.5
   316 , 42158.54903935 ,   45.8838494 , -102.6167911 ,  745.457 ,   26 ,   22.0 ,   "3D Fix-F8" ,     7 ,  2.2
   317 , 42158.55258102 ,   45.8838383 , -102.6168956 ,  747.051 ,   32 ,   22.0 ,   "3D Fix-F5" ,     8 ,  1.8
   318 , 42158.55604167 ,   45.8838319 , -102.6168872 ,  746.953 ,   31 ,   22.0 ,   "3D Fix-F4" ,     8 ,  1.7
   319 , 42158.55944444 ,   45.8839600 , -102.6165122 ,  744.902 ,   25 ,   22.0 ,   "3D Fix-F3" ,     8 ,  1.6
   320 , 42158.56283565 ,   45.8839911 , -102.6165436 ,  736.246 ,   25 ,   22.0 ,   "3D Fix-F1" ,     8 ,  1.6
   321 , 42158.56629630 ,   45.8840183 , -102.6164964 ,  736.957 ,   25 ,   22.0 ,   "3D Fix-F0" ,     8 ,  1.6
   322 , 42158.56979167 ,   45.8840203 , -102.6164547 ,  743.238 ,   25 ,   22.0 ,   "3D Fix-F1" ,     8 ,  1.5
   323 , 42158.57331019 ,   45.8839992 , -102.6164647 ,  746.238 ,   26 ,   22.5 ,   "3D Fix-F1" ,     8 ,  1.7
   324 , 42158.57695602 ,   45.8839972 , -102.6161408 ,  744.418 ,   38 ,   22.5 ,   "3D Fix-F3" ,     9 ,  1.5
   325 , 42158.58027778 ,   45.8839919 , -102.6166253 ,  744.375 ,   26 ,   22.5 ,   "3D Fix-F3" ,    11 ,  1.3
   326 , 42158.58379630 ,   45.8839378 , -102.6162111 ,  742.832 ,   32 ,   22.5 ,   "3D Fix-F1" ,     9 ,  1.5
   327 , 42158.58729167 ,   45.8839189 , -102.6166397 ,  745.066 ,   31 ,   23.0 ,   "3D Fix-F2" ,    10 ,  1.5
   328 , 42158.59069444 ,   45.8835719 , -102.6161433 ,  741.855 ,   26 ,   23.0 ,   "3D Fix-F1" ,    10 ,  1.6
   329 , 42158.59413194 ,   45.8836069 , -102.6162000 ,  743.117 ,   26 ,   23.0 ,   "3D Fix-F1" ,    10 ,  1.6
   330 , 42158.59803241 ,   45.8840278 , -102.6156967 ,  758.270 ,   66 ,   23.0 ,   "3D Fix-F4" ,     9 ,  2.0
   331 , 42158.60226852 ,   45.8840189 , -102.6160567 ,  741.742 ,  128 ,   24.0 ,  "3D Fix-F11" ,     9 ,  1.9
   332 , 42158.60590278 ,              ,              ,          ,  140 ,   25.0 ,      "No Fix" ,     7 ,  0.0
   333 , 42158.60879630 ,              ,              ,          ,   90 ,   25.5 ,      "No Fix" ,     7 ,  0.0
   334 , 42158.61267361 ,   45.9888208 , -102.6425258 ,  806.547 ,  132 ,   25.0 ,   "3D Fix-F4" ,     5 ,  6.7
   335 , 42158.61631944 ,              ,              ,          ,  140 ,   24.5 ,      "No Fix" ,     8 ,  0.0
   336 , 42158.61898148 ,              ,              ,          ,   70 ,   24.5 ,      "No Fix" ,     0 ,  0.0
   337 , 42158.62268519 ,              ,              ,          ,   90 ,   23.5 ,      "No Fix" ,     1 ,  0.0
   338 , 42158.62673611 ,              ,              ,          ,  140 ,   23.5 ,      "No Fix" ,     6 ,  0.0
   339 , 42158.63020833 ,              ,              ,          ,  140 ,   23.5 ,      "No Fix" ,     4 ,  0.0
   340 , 42158.63368056 ,              ,              ,          ,  140 ,   23.5 ,      "No Fix" ,     4 ,  0.0
   341 , 42158.63657407 ,              ,              ,          ,   90 ,   23.5 ,      "No Fix" ,     5 ,  0.0
   342 , 42158.63981481 ,              ,              ,          ,   70 ,   23.5 ,      "No Fix" ,     1 ,  0.0
   343 , 42158.64328704 ,              ,              ,          ,   70 ,   23.5 ,      "No Fix" ,     2 ,  0.0
   344 , 42158.64675926 ,              ,              ,          ,   70 ,   23.0 ,      "No Fix" ,     0 ,  0.0
   345 , 42158.65104167 ,              ,              ,          ,  140 ,   23.0 ,      "No Fix" ,     5 ,  0.0
   346 , 42158.65370370 ,              ,              ,          ,   70 ,   23.5 ,      "No Fix" ,     2 ,  0.0
   347 , 42158.65717593 ,              ,              ,          ,   70 ,   23.0 ,      "No Fix" ,     0 ,  0.0
   348 , 42158.66087963 ,              ,              ,          ,   90 ,   23.0 ,      "No Fix" ,     4 ,  0.0
   349 , 42158.66412037 ,              ,              ,          ,   70 ,   23.0 ,      "No Fix" ,     1 ,  0.0
   350 , 42158.66759259 ,              ,              ,          ,   70 ,   23.0 ,      "No Fix" ,     1 ,  0.0
   351 , 42158.67106481 ,              ,              ,          ,   70 ,   22.5 ,      "No Fix" ,     0 ,  0.0
   352 , 42158.67534722 ,              ,              ,          ,  140 ,   22.5 ,      "No Fix" ,     6 ,  0.0
   353 , 42158.67800926 ,              ,              ,          ,   70 ,   23.0 ,      "No Fix" ,     2 ,  0.0
   354 , 42158.68171296 ,              ,              ,          ,   90 ,   23.0 ,      "No Fix" ,     3 ,  0.0
   355 , 42158.68518519 ,              ,              ,          ,   90 ,   23.0 ,      "No Fix" ,     4 ,  0.0
   356 , 42158.68923611 ,              ,              ,          ,  140 ,   23.0 ,      "No Fix" ,     5 ,  0.0
   357 , 42158.69212963 ,              ,              ,          ,   90 ,   23.5 ,      "No Fix" ,     1 ,  0.0
   358 , 42158.69537037 ,              ,              ,          ,   70 ,   23.5 ,      "No Fix" ,     0 ,  0.0
   359 , 42158.69884259 ,              ,              ,          ,   70 ,   23.5 ,      "No Fix" ,     1 ,  0.0
   360 , 42158.70221065 ,   45.7466928 , -100.6662811 ,  529.313 ,   60 ,   23.0 ,   "3D Fix-F4" ,     8 ,  1.8
   361 , 42158.70555556 ,   45.7466761 , -100.6659531 ,  530.074 ,   49 ,   23.0 ,   "3D Fix-F0" ,     8 ,  2.1
   362 , 42158.70881944 ,   45.7466375 , -100.6660164 ,  533.438 ,   32 ,   23.0 ,   "3D Fix-F0" ,     7 ,  2.0
   363 , 42158.71222222 ,   45.7466611 , -100.6661033 ,  527.148 ,   26 ,   23.0 ,   "3D Fix-F1" ,     7 ,  2.0
   364 , 42158.71584491 ,   45.7456892 , -100.6707411 ,  541.414 ,   38 ,   23.5 ,   "3D Fix-F2" ,     8 ,  1.7
   365 , 42158.71912037 ,   45.7446492 , -100.6763056 ,  552.457 ,   26 ,   23.5 ,   "3D Fix-F1" ,     8 ,  1.7
   366 , 42158.72271991 ,   45.7420881 , -100.6723667 ,  546.996 ,   32 ,   23.5 ,   "3D Fix-F3" ,     8 ,  1.6
   367 , 42158.72625000 ,   45.7433578 , -100.6673492 ,  532.629 ,   38 ,   23.0 ,   "3D Fix-F1" ,    11 ,  1.3
   368 , 42158.72979167 ,   45.7437158 , -100.6664650 ,  530.895 ,   44 ,   22.5 ,   "3D Fix-F2" ,    10 ,  1.3
   369 , 42158.73320602 ,   45.7463106 , -100.6662378 ,  528.715 ,   38 ,   21.5 ,   "3D Fix-F4" ,    11 ,  1.3
   370 , 42158.73650463 ,   45.7466422 , -100.6662111 ,  530.938 ,   25 ,   21.0 ,   "3D Fix-F1" ,     9 ,  1.6
   371 , 42158.74034722 ,   45.7466100 , -100.6662119 ,  530.262 ,   56 ,   21.0 ,   "3D Fix-F2" ,    10 ,  1.4
   372 , 42158.74361111 ,   45.7464831 , -100.6664161 ,  527.430 ,   38 ,   21.0 ,   "3D Fix-F1" ,     8 ,  1.6
   373 , 42158.74701389 ,   45.7461683 , -100.6659992 ,  537.941 ,   31 ,   21.5 ,   "3D Fix-F4" ,     9 ,  1.5
   374 , 42158.75041667 ,   45.7443636 , -100.6659928 ,  535.984 ,   25 ,   21.5 ,   "3D Fix-F1" ,     8 ,  1.6
   375 , 42158.75387731 ,   45.7413508 , -100.6661356 ,  532.961 ,   25 ,   22.0 ,   "3D Fix-F1" ,     7 ,  2.2
   376 , 42158.75734954 ,   45.7395581 , -100.6659681 ,  545.469 ,   25 ,   22.5 ,   "3D Fix-F1" ,     7 ,  2.3
   377 , 42158.76083333 ,   45.7394147 , -100.6665281 ,  546.270 ,   25 ,   22.5 ,   "3D Fix-F1" ,     7 ,  2.4
   378 , 42158.76489583 ,   45.7386131 , -100.6684472 ,  540.750 ,   77 ,   22.0 ,   "3D Fix-F4" ,     8 ,  2.1
   379 , 42158.76826389 ,   45.7378742 , -100.6672431 ,  543.984 ,   67 ,   23.0 ,   "3D Fix-F1" ,     8 ,  1.8
   380 , 42158.77150463 ,   45.7365953 , -100.6667611 ,  555.422 ,   49 ,   23.5 ,   "3D Fix-F1" ,     9 ,  1.6
   381 , 42158.77472222 ,   45.7362294 , -100.6663117 ,  559.520 ,   25 ,   23.5 ,   "3D Fix-F0" ,     8 ,  1.7
   382 , 42158.77812500 ,   45.7381717 , -100.6667711 ,  559.117 ,   25 ,   23.5 ,   "3D Fix-F0" ,     8 ,  1.7
   383 , 42158.78166667 ,   45.7417994 , -100.6662664 ,  532.453 ,   25 ,   23.0 ,   "3D Fix-F1" ,     7 ,  2.0
   384 , 42158.78510417 ,   45.7430864 , -100.6669064 ,  533.176 ,   25 ,   22.5 ,   "3D Fix-F0" ,     6 ,  2.5
   385 , 42158.78858796 ,   45.7447472 , -100.6666117 ,  527.566 ,   25 ,   22.0 ,   "3D Fix-F0" ,     7 ,  2.0
   386 , 42158.79207176 ,   45.7464528 , -100.6666294 ,  528.559 ,   25 ,   22.0 ,   "3D Fix-F0" ,     7 ,  2.1
