 Fix  ,  Fix Date/Time ,     Latitude ,    Longitude , Altitude , Time ,   Temp ,Fix Status     , Sats ,  DOP
  3682 , 42170.23653935 ,   45.7430572 , -100.6757553 ,  557.195 ,   25 ,   14.5 ,   "3D Fix-F1" ,     9 ,  1.9
  3683 , 42170.23995370 ,   45.7430547 , -100.6757572 ,  558.008 ,   25 ,   14.5 ,   "3D Fix-F0" ,     9 ,  1.9
  3684 , 42170.24347222 ,   45.7427244 , -100.6759089 ,  552.656 ,   25 ,   14.0 ,   "3D Fix-F1" ,     9 ,  1.9
  3685 , 42170.24695602 ,   45.7425028 , -100.6759153 ,  549.176 ,   25 ,   14.0 ,   "3D Fix-F0" ,     7 ,  2.4
  3686 , 42170.25037037 ,   45.7422508 , -100.6758269 ,  552.090 ,   25 ,   13.5 ,   "3D Fix-F0" ,     9 ,  1.8
  3687 , 42170.25387731 ,   45.7419975 , -100.6754706 ,  544.945 ,   25 ,   13.5 ,   "3D Fix-F1" ,     9 ,  1.7
  3688 , 42170.25736111 ,   45.7421289 , -100.6742206 ,  547.902 ,   25 ,   13.0 ,   "3D Fix-F1" ,     9 ,  1.9
  3689 , 42170.26082176 ,   45.7423261 , -100.6734008 ,  539.180 ,   25 ,   13.0 ,   "3D Fix-F1" ,     8 ,  2.1
  3690 , 42170.26428241 ,   45.7423194 , -100.6729192 ,  542.621 ,   25 ,   12.5 ,   "3D Fix-F1" ,     8 ,  2.0
  3691 , 42170.26778935 ,   45.7421211 , -100.6725992 ,  546.152 ,   25 ,   12.5 ,   "3D Fix-F1" ,     7 ,  2.1
  3692 , 42170.27121528 ,   45.7421189 , -100.6725628 ,  540.563 ,   30 ,   12.5 ,   "3D Fix-F1" ,     8 ,  2.1
  3693 , 42170.27468750 ,   45.7426136 , -100.6732614 ,  550.566 ,   24 ,   12.5 ,   "3D Fix-F1" ,     8 ,  1.8
  3694 , 42170.27813657 ,   45.7423531 , -100.6734000 ,  546.348 ,   24 ,   12.5 ,   "3D Fix-F0" ,     7 ,  1.9
  3695 , 42170.28187500 ,   45.7412342 , -100.6736756 ,  542.773 ,   42 ,   13.0 ,   "3D Fix-F1" ,     9 ,  1.7
  3696 , 42170.28533565 ,   45.7408328 , -100.6761383 ,  552.086 ,   42 ,   13.0 ,   "3D Fix-F2" ,     9 ,  1.5
  3697 , 42170.28854167 ,   45.7401869 , -100.6761850 ,  562.387 ,   25 ,   13.0 ,   "3D Fix-F1" ,     9 ,  1.5
  3698 , 42170.29203704 ,   45.7391169 , -100.6761239 ,  568.480 ,   24 ,   13.0 ,   "3D Fix-F1" ,     8 ,  2.0
  3699 , 42170.29556713 ,   45.7388244 , -100.6756819 ,  570.684 ,   25 ,   13.0 ,   "3D Fix-F4" ,     9 ,  1.4
  3700 , 42170.29902778 ,   45.7387317 , -100.6753136 ,  563.645 ,   24 ,   13.0 ,   "3D Fix-F1" ,     9 ,  1.3
  3701 , 42170.30258102 ,   45.7385272 , -100.6753489 ,  564.445 ,   31 ,   13.0 ,   "3D Fix-F1" ,     8 ,  2.0
  3702 , 42170.30605324 ,   45.7385464 , -100.6754903 ,  560.969 ,   31 ,   13.0 ,   "3D Fix-F2" ,     8 ,  2.0
  3703 , 42170.30946759 ,   45.7384267 , -100.6756714 ,  566.371 ,   27 ,   13.0 ,   "3D Fix-F1" ,     8 ,  2.1
  3704 , 42170.31306713 ,   45.7382386 , -100.6758944 ,  560.730 ,   37 ,   13.0 ,   "3D Fix-F1" ,     9 ,  1.5
  3705 , 42170.31637731 ,   45.7381069 , -100.6758050 ,  564.402 ,   25 ,   13.5 ,   "3D Fix-F1" ,    10 ,  1.6
  3706 , 42170.31986111 ,   45.7380956 , -100.6758878 ,  562.039 ,   25 ,   13.5 ,   "3D Fix-F1" ,    10 ,  1.5
  3707 , 42170.32331019 ,   45.7379731 , -100.6757622 ,  562.027 ,   25 ,   14.0 ,   "3D Fix-F1" ,     9 ,  1.8
  3708 , 42170.32679398 ,   45.7379419 , -100.6758331 ,  562.996 ,   25 ,   14.0 ,   "3D Fix-F2" ,    10 ,  1.5
  3709 , 42170.33028935 ,   45.7380486 , -100.6758986 ,  556.410 ,   25 ,   14.0 ,   "3D Fix-F3" ,    10 ,  2.9
  3710 , 42170.33383102 ,   45.7380272 , -100.6778836 ,  571.605 ,   31 ,   14.0 ,   "3D Fix-F2" ,     9 ,  1.5
  3711 , 42170.33721065 ,   45.7380431 , -100.6781500 ,  573.250 ,   25 ,   14.5 ,   "3D Fix-F1" ,     9 ,  1.6
  3712 , 42170.34074074 ,   45.7380767 , -100.6783106 ,  571.859 ,   30 ,   14.5 ,   "3D Fix-F1" ,    10 ,  1.6
  3713 , 42170.34430556 ,   45.7382817 , -100.6793233 ,  566.801 ,   36 ,   15.0 ,   "3D Fix-F0" ,     9 ,  1.6
  3714 , 42170.34774306 ,   45.7385481 , -100.6795086 ,  558.633 ,   33 ,   15.0 ,   "3D Fix-F9" ,    10 ,  3.7
  3715 , 42170.35127315 ,   45.7385072 , -100.6795297 ,  559.285 ,   38 ,   15.5 ,   "3D Fix-F3" ,     9 ,  2.8
  3716 , 42170.35458333 ,   45.7386386 , -100.6793767 ,  563.000 ,   24 ,   16.0 ,   "3D Fix-F0" ,    10 ,  4.5
  3717 , 42170.35807870 ,   45.7388564 , -100.6793450 ,  551.465 ,   27 ,   16.5 ,   "3D Fix-F1" ,     8 ,  5.0
  3718 , 42170.36160880 ,   45.7387639 , -100.6793492 ,  561.625 ,   30 ,   16.5 ,   "3D Fix-F4" ,     8 ,  2.6
  3719 , 42170.36498843 ,   45.7388297 , -100.6793158 ,  562.559 ,   25 ,   17.0 ,   "3D Fix-F1" ,     7 ,  2.7
  3720 , 42170.36854167 ,   45.7387897 , -100.6792944 ,  554.922 ,   31 ,   17.5 ,   "3D Fix-F1" ,     8 ,  5.1
  3721 , 42170.37195602 ,   45.7387953 , -100.6793072 ,  559.738 ,   25 ,   18.0 ,   "3D Fix-F1" ,     7 ,  3.2
  3722 , 42170.37535880 ,   45.7388528 , -100.6793014 ,  563.641 ,   25 ,   18.5 ,   "3D Fix-F0" ,     7 ,  2.7
  3723 , 42170.37895833 ,   45.7388131 , -100.6792833 ,  564.117 ,   30 ,   18.5 ,   "3D Fix-F0" ,     7 ,  3.5
  3724 , 42170.38233796 ,   45.7388428 , -100.6792594 ,  556.246 ,   25 ,   18.5 ,   "3D Fix-F0" ,     7 ,  2.5
  3725 , 42170.38578704 ,   45.7388422 , -100.6791956 ,  557.043 ,   25 ,   18.5 ,   "3D Fix-F0" ,     7 ,  2.4
  3726 , 42170.38930556 ,   45.7388558 , -100.6785572 ,  561.465 ,   24 ,   18.5 ,   "3D Fix-F1" ,     7 ,  2.3
  3727 , 42170.39305556 ,   45.7388367 , -100.6777189 ,  559.406 ,   48 ,   18.5 ,   "3D Fix-F2" ,     8 ,  2.2
  3728 , 42170.39631944 ,   45.7388442 , -100.6767997 ,  569.465 ,   30 ,   18.5 ,   "3D Fix-F1" ,     9 ,  1.5
  3729 , 42170.39972222 ,   45.7386633 , -100.6763553 ,  572.586 ,   24 ,   18.0 ,   "3D Fix-F1" ,     9 ,  1.6
  3730 , 42170.40319444 ,   45.7386572 , -100.6757256 ,  569.980 ,   24 ,   18.5 ,   "3D Fix-F2" ,     9 ,  1.4
  3731 , 42170.40665509 ,   45.7386983 , -100.6752917 ,  569.336 ,   30 ,   18.5 ,   "3D Fix-F1" ,    10 ,  1.4
  3732 , 42170.41049769 ,   45.7386908 , -100.6749547 ,  566.215 ,   55 ,   19.0 ,   "3D Fix-F1" ,     8 ,  1.6
  3733 , 42170.41358796 ,   45.7387325 , -100.6746686 ,  569.727 ,   25 ,   19.5 ,   "3D Fix-F1" ,     8 ,  1.5
  3734 , 42170.41729167 ,   45.7396075 , -100.6737122 ,  554.375 ,   49 ,   19.5 ,   "3D Fix-F1" ,     8 ,  1.8
  3735 , 42170.42075231 ,   45.7398844 , -100.6728536 ,  557.797 ,   42 ,   20.0 ,   "3D Fix-F2" ,     9 ,  1.4
  3736 , 42170.42409722 ,   45.7401356 , -100.6726050 ,  555.637 ,   30 ,   20.5 ,   "3D Fix-F0" ,     8 ,  2.5
  3737 , 42170.42748843 ,   45.7410067 , -100.6724961 ,  549.840 ,   24 ,   21.0 ,   "3D Fix-F1" ,     8 ,  1.6
  3738 , 42170.43094907 ,   45.7412325 , -100.6724519 ,  549.426 ,   24 ,   21.0 ,   "3D Fix-F0" ,     7 ,  2.6
  3739 , 42170.43437500 ,   45.7412133 , -100.6725108 ,  551.859 ,   24 ,   20.5 ,   "3D Fix-F1" ,     8 ,  2.2
  3740 , 42170.43791667 ,   45.7411672 , -100.6725017 ,  552.113 ,   25 ,   20.5 ,   "3D Fix-F1" ,     8 ,  2.1
  3741 , 42170.44138889 ,   45.7411031 , -100.6724439 ,  549.930 ,   24 ,   20.5 ,   "3D Fix-F1" ,     7 ,  2.1
  3742 , 42170.44480324 ,   45.7410331 , -100.6723189 ,  547.602 ,   24 ,   21.0 ,   "3D Fix-F1" ,     7 ,  2.0
  3743 , 42170.44833333 ,   45.7414297 , -100.6712733 ,  541.086 ,   24 ,   21.5 ,   "3D Fix-F3" ,     7 ,  1.9
  3744 , 42170.45186343 ,   45.7414636 , -100.6712083 ,  538.277 ,   30 ,   22.0 ,   "3D Fix-F1" ,     7 ,  1.9
  3745 , 42170.45531250 ,   45.7412492 , -100.6702933 ,  541.059 ,   31 ,   22.5 ,   "3D Fix-F0" ,     7 ,  1.8
  3746 , 42170.45883102 ,   45.7411258 , -100.6695522 ,  541.566 ,   31 ,   22.5 ,   "3D Fix-F0" ,     7 ,  1.8
  3747 , 42170.46223380 ,   45.7411167 , -100.6695286 ,  540.313 ,   25 ,   22.5 ,   "3D Fix-F1" ,     7 ,  1.7
  3748 , 42170.46583333 ,   45.7410942 , -100.6695442 ,  538.848 ,   37 ,   22.5 ,   "3D Fix-F1" ,     9 ,  2.2
  3749 , 42170.46916667 ,   45.7411208 , -100.6695417 ,  541.469 ,   24 ,   23.0 ,   "3D Fix-F1" ,     9 ,  2.5
  3750 , 42170.47262731 ,   45.7411061 , -100.6695378 ,  539.652 ,   24 ,   23.0 ,   "3D Fix-F0" ,     9 ,  2.5
  3751 , 42170.47609954 ,   45.7411244 , -100.6695172 ,  538.301 ,   24 ,   23.0 ,   "3D Fix-F0" ,     8 ,  2.0
  3752 , 42170.47954861 ,   45.7411119 , -100.6695350 ,  534.785 ,   24 ,   24.0 ,   "3D Fix-F1" ,     9 ,  2.3
  3753 , 42170.48305556 ,   45.7410933 , -100.6695369 ,  537.359 ,   24 ,   24.5 ,   "3D Fix-F1" ,     9 ,  2.0
  3754 , 42170.48650463 ,   45.7410961 , -100.6695508 ,  541.746 ,   25 ,   25.0 ,   "3D Fix-F2" ,     9 ,  2.0
  3755 , 42170.48994213 ,   45.7410931 , -100.6695233 ,  538.586 ,   25 ,   26.0 ,   "3D Fix-F0" ,     8 ,  2.4
  3756 , 42170.49348380 ,   45.7411100 , -100.6695203 ,  538.934 ,   25 ,   25.5 ,   "3D Fix-F0" ,     9 ,  1.9
  3757 , 42170.49693287 ,   45.7411175 , -100.6695256 ,  535.309 ,   25 ,   25.0 ,   "3D Fix-F0" ,     8 ,  2.3
  3758 , 42170.50037037 ,   45.7411061 , -100.6695703 ,  542.238 ,   25 ,   24.0 ,   "3D Fix-F0" ,     8 ,  2.3
  3759 , 42170.50386574 ,   45.7411006 , -100.6695314 ,  540.473 ,   24 ,   24.0 ,   "3D Fix-F0" ,     8 ,  2.2
  3760 , 42170.50734954 ,   45.7411144 , -100.6695203 ,  542.781 ,   24 ,   24.0 ,   "3D Fix-F0" ,     8 ,  2.1
  3761 , 42170.51084491 ,   45.7412064 , -100.6695014 ,  545.184 ,   30 ,   24.0 ,   "3D Fix-F0" ,     8 ,  2.0
  3762 , 42170.51430556 ,   45.7414867 , -100.6694747 ,  543.496 ,   24 ,   24.0 ,   "3D Fix-F1" ,     8 ,  1.9
  3763 , 42170.51791667 ,   45.7418481 , -100.6693789 ,  542.027 ,   36 ,   23.5 ,   "3D Fix-F2" ,     8 ,  1.8
  3764 , 42170.52128472 ,   45.7420056 , -100.6692342 ,  544.531 ,   30 ,   24.0 ,   "3D Fix-F0" ,     9 ,  1.8
  3765 , 42170.52480324 ,   45.7423181 , -100.6689950 ,  545.598 ,   31 ,   24.0 ,   "3D Fix-F1" ,     8 ,  2.1
  3766 , 42170.52827546 ,   45.7427778 , -100.6689264 ,  547.875 ,   31 ,   24.5 ,   "3D Fix-F0" ,     9 ,  1.5
  3767 , 42170.53174769 ,   45.7431031 , -100.6688639 ,  546.531 ,   31 ,   24.0 ,   "3D Fix-F2" ,     9 ,  1.5
  3768 , 42170.53526620 ,   45.7437864 , -100.6682086 ,  541.695 ,   35 ,   24.0 ,   "3D Fix-F1" ,     9 ,  1.5
  3769 , 42170.53862269 ,   45.7440422 , -100.6680647 ,  543.570 ,   31 ,   24.0 ,   "3D Fix-F0" ,     8 ,  1.4
  3770 , 42170.54233796 ,   45.7442658 , -100.6677175 ,  539.273 ,   46 ,   23.5 ,   "3D Fix-F5" ,     9 ,  1.3
  3771 , 42170.54556713 ,   45.7445756 , -100.6675664 ,  538.742 ,   24 ,   23.5 ,   "3D Fix-F1" ,     8 ,  1.9
  3772 , 42170.54912037 ,   45.7453011 , -100.6678361 ,  529.406 ,   32 ,   23.0 ,   "3D Fix-F0" ,     7 ,  2.5
  3773 , 42170.55251157 ,   45.7456192 , -100.6683283 ,  538.371 ,   25 ,   23.0 ,   "3D Fix-F5" ,     7 ,  1.8
  3774 , 42170.55649306 ,   45.7460644 , -100.6685589 ,  534.703 ,   69 ,   23.0 ,   "3D Fix-F0" ,     6 ,  2.4
  3775 , 42170.55958333 ,   45.7460850 , -100.6685942 ,  535.422 ,   36 ,   23.0 ,   "3D Fix-F1" ,     8 ,  1.7
  3776 , 42170.56287037 ,   45.7460819 , -100.6695944 ,  538.836 ,   25 ,   22.5 ,   "3D Fix-F0" ,     8 ,  1.7
  3777 , 42170.56640046 ,   45.7460933 , -100.6697081 ,  535.148 ,   25 ,   22.5 ,   "3D Fix-F0" ,     8 ,  1.7
  3778 , 42170.56987269 ,   45.7460919 , -100.6698256 ,  537.059 ,   25 ,   23.0 ,   "3D Fix-F1" ,     8 ,  1.6
  3779 , 42170.57332176 ,   45.7460686 , -100.6706469 ,  538.582 ,   26 ,   23.0 ,   "3D Fix-F1" ,     8 ,  1.6
  3780 , 42170.57681713 ,   45.7459561 , -100.6721547 ,  540.945 ,   25 ,   23.0 ,   "3D Fix-F1" ,     8 ,  1.6
  3781 , 42170.58035880 ,   45.7455842 , -100.6732439 ,  546.668 ,   31 ,   23.0 ,   "3D Fix-F2" ,     8 ,  1.5
  3782 , 42170.58414352 ,   45.7455608 , -100.6738192 ,  543.723 ,   58 ,   23.5 ,   "3D Fix-F3" ,     8 ,  1.5
  3783 , 42170.58736111 ,   45.7455344 , -100.6740950 ,  544.777 ,   36 ,   23.5 ,   "3D Fix-F5" ,     8 ,  3.0
  3784 , 42170.59089120 ,   45.7451631 , -100.6750803 ,  542.652 ,   42 ,   24.0 ,   "3D Fix-F2" ,     7 ,  3.1
  3785 , 42170.59431713 ,   45.7451181 , -100.6751222 ,  549.453 ,   36 ,   24.0 ,   "3D Fix-F3" ,     7 ,  3.3
  3786 , 42170.59766204 ,   45.7451336 , -100.6751125 ,  547.199 ,   31 ,   24.0 ,   "3D Fix-F1" ,     7 ,  5.6
  3787 , 42170.60112269 ,   45.7451656 , -100.6751111 ,  542.957 ,   25 ,   24.0 ,   "3D Fix-F1" ,     7 ,  3.6
  3788 , 42170.60466435 ,   45.7452281 , -100.6750519 ,  553.969 ,   31 ,   24.0 ,   "3D Fix-F4" ,     7 ,  2.1
  3789 , 42170.60806713 ,   45.7451592 , -100.6750811 ,  545.695 ,   25 ,   24.0 ,   "3D Fix-F1" ,     7 ,  2.6
  3790 , 42170.61178241 ,   45.7451311 , -100.6750856 ,  545.453 ,   47 ,   24.0 ,   "3D Fix-F1" ,     8 ,  2.1
  3791 , 42170.61500000 ,   45.7451725 , -100.6750803 ,  545.949 ,   24 ,   24.0 ,   "3D Fix-F1" ,     8 ,  2.1
  3792 , 42170.61861111 ,   45.7451692 , -100.6750953 ,  543.543 ,   36 ,   24.0 ,   "3D Fix-F2" ,    10 ,  1.9
  3793 , 42170.62192130 ,   45.7451567 , -100.6750186 ,  554.945 ,   30 ,   24.0 ,   "3D Fix-F2" ,    10 ,  2.1
  3794 , 42170.62563657 ,   45.7451675 , -100.6750675 ,  546.055 ,   43 ,   24.0 ,   "3D Fix-F1" ,    10 ,  1.9
  3795 , 42170.62895833 ,   45.7451708 , -100.6750681 ,  546.023 ,   31 ,   24.0 ,   "3D Fix-F1" ,     9 ,  2.6
  3796 , 42170.63231481 ,   45.7452578 , -100.6749956 ,  544.000 ,   24 ,   24.0 ,   "3D Fix-F1" ,    10 ,  2.1
  3797 , 42170.63587963 ,   45.7452642 , -100.6749861 ,  545.340 ,   30 ,   24.0 ,   "3D Fix-F1" ,    10 ,  1.7
  3798 , 42170.63930556 ,   45.7457450 , -100.6746842 ,  546.613 ,   24 ,   24.5 ,   "3D Fix-F0" ,    10 ,  2.2
  3799 , 42170.64277778 ,   45.7460694 , -100.6740786 ,  547.535 ,   30 ,   24.5 ,   "3D Fix-F0" ,     9 ,  1.9
  3800 , 42170.64619213 ,   45.7456522 , -100.6735394 ,  546.172 ,   25 ,   24.5 ,   "3D Fix-F0" ,     9 ,  1.9
  3801 , 42170.64972222 ,   45.7453031 , -100.6727297 ,  543.852 ,   25 ,   25.0 ,   "3D Fix-F0" ,     9 ,  1.8
  3802 , 42170.65315972 ,   45.7451011 , -100.6719389 ,  539.246 ,   25 ,   25.0 ,   "3D Fix-F0" ,     9 ,  1.9
  3803 , 42170.65667824 ,   45.7450597 , -100.6716711 ,  540.430 ,   25 ,   24.5 ,   "3D Fix-F0" ,     8 ,  2.5
  3804 , 42170.66049769 ,   45.7453353 , -100.6719539 ,  541.945 ,   55 ,   24.0 ,   "3D Fix-F2" ,     9 ,  1.6
  3805 , 42170.66381944 ,   45.7459044 , -100.6717022 ,  539.309 ,   42 ,   24.5 ,   "3D Fix-F3" ,     8 ,  1.6
  3806 , 42170.66708333 ,   45.7458847 , -100.6711144 ,  539.602 ,   24 ,   24.5 ,   "3D Fix-F1" ,     9 ,  1.6
  3807 , 42170.67076389 ,   45.7458936 , -100.6704375 ,  534.906 ,   42 ,   24.5 ,   "3D Fix-F3" ,     8 ,  3.0
  3808 , 42170.67402778 ,   45.7460447 , -100.6695747 ,  537.004 ,   24 ,   24.5 ,   "3D Fix-F0" ,     8 ,  1.9
  3809 , 42170.67748843 ,   45.7460094 , -100.6698272 ,  535.645 ,   24 ,   24.5 ,   "3D Fix-F1" ,     8 ,  2.0
  3810 , 42170.68105324 ,   45.7460103 , -100.6698186 ,  536.313 ,   30 ,   24.5 ,   "3D Fix-F3" ,     7 ,  1.8
  3811 , 42170.68442130 ,   45.7460753 , -100.6693428 ,  541.910 ,   25 ,   25.0 ,   "3D Fix-F0" ,     8 ,  1.8
  3812 , 42170.68792824 ,   45.7460578 , -100.6684042 ,  538.906 ,   25 ,   24.5 ,   "3D Fix-F1" ,     8 ,  1.6
  3813 , 42170.69158565 ,   45.7466603 , -100.6662617 ,  532.215 ,   43 ,   24.5 ,   "3D Fix-F1" ,     9 ,  1.5
  3814 , 42170.69486111 ,   45.7465881 , -100.6664636 ,  533.516 ,   24 ,   25.0 ,   "3D Fix-F5" ,     9 ,  1.4
  3815 , 42170.69840278 ,   45.7461828 , -100.6673753 ,  534.531 ,   30 ,   25.5 ,   "3D Fix-F1" ,     9 ,  1.6
  3816 , 42170.70175926 ,   45.7460928 , -100.6676506 ,  535.125 ,   24 ,   26.0 ,   "3D Fix-F1" ,     9 ,  1.5
  3817 , 42170.70517361 ,   45.7460997 , -100.6677614 ,  537.277 ,   24 ,   25.0 ,   "3D Fix-F1" ,     9 ,  1.4
  3818 , 42170.70877315 ,   45.7460697 , -100.6678853 ,  533.129 ,   27 ,   25.0 ,   "3D Fix-F0" ,     7 ,  1.7
  3819 , 42170.71237269 ,   45.7452353 , -100.6680456 ,  537.887 ,   37 ,   25.5 ,   "3D Fix-F3" ,     7 ,  2.0
  3820 , 42170.71568287 ,   45.7452308 , -100.6678558 ,  535.219 ,   24 ,   26.0 ,   "3D Fix-F1" ,     8 ,  1.6
  3821 , 42170.71930556 ,   45.7452183 , -100.6678472 ,  529.863 ,   36 ,   26.0 ,   "3D Fix-F7" ,     7 ,  1.7
  3822 , 42170.72261574 ,   45.7452150 , -100.6674592 ,  528.035 ,   27 ,   25.5 ,   "3D Fix-F1" ,     6 ,  2.4
  3823 , 42170.72611111 ,   45.7452506 , -100.6673467 ,  529.020 ,   25 ,   25.0 ,   "3D Fix-F2" ,     7 ,  1.7
  3824 , 42170.72950231 ,   45.7452611 , -100.6673392 ,  538.152 ,   24 ,   24.5 ,   "3D Fix-F1" ,     7 ,  1.7
  3825 , 42170.73314815 ,   45.7452422 , -100.6673603 ,  540.520 ,   36 ,   25.0 ,   "3D Fix-F1" ,     7 ,  1.8
  3826 , 42170.73653935 ,   45.7452556 , -100.6673372 ,  533.207 ,   25 ,   25.0 ,   "3D Fix-F1" ,     8 ,  1.6
  3827 , 42170.74053241 ,   45.7452569 , -100.6673225 ,  536.055 ,   70 ,   24.5 ,   "3D Fix-F1" ,     8 ,  3.4
  3828 , 42170.74347222 ,   45.7452253 , -100.6673475 ,  533.156 ,   25 ,   24.5 ,   "3D Fix-F0" ,     8 ,  1.7
  3829 , 42170.74703704 ,   45.7452603 , -100.6673339 ,  530.664 ,   32 ,   24.5 ,   "3D Fix-F1" ,     7 ,  2.0
  3830 , 42170.75046296 ,   45.7452517 , -100.6673419 ,  536.602 ,   30 ,   24.0 ,   "3D Fix-F0" ,     7 ,  2.0
  3831 , 42170.75388889 ,   45.7452561 , -100.6673428 ,  536.863 ,   25 ,   24.0 ,   "3D Fix-F1" ,     7 ,  2.0
  3832 , 42170.75734954 ,   45.7454161 , -100.6676722 ,  531.988 ,   25 ,   23.5 ,   "3D Fix-F1" ,     7 ,  2.1
  3833 , 42170.76082176 ,   45.7455894 , -100.6677547 ,  534.445 ,   24 ,   23.5 ,   "3D Fix-F0" ,     7 ,  2.4
  3834 , 42170.76430556 ,   45.7456300 , -100.6677986 ,  533.508 ,   24 ,   24.0 ,   "3D Fix-F2" ,     7 ,  2.1
  3835 , 42170.76775463 ,   45.7460872 , -100.6679872 ,  539.621 ,   24 ,   24.0 ,   "3D Fix-F1" ,     7 ,  2.1
  3836 , 42170.77131944 ,   45.7460692 , -100.6678669 ,  536.813 ,   30 ,   23.5 ,   "3D Fix-F1" ,     7 ,  2.0
  3837 , 42170.77473380 ,   45.7460481 , -100.6678889 ,  537.523 ,   24 ,   23.5 ,   "3D Fix-F2" ,     7 ,  2.0
  3838 , 42170.77813657 ,   45.7460675 , -100.6678342 ,  532.059 ,   24 ,   23.0 ,   "3D Fix-F1" ,     7 ,  1.9
  3839 , 42170.78159722 ,   45.7460744 , -100.6678703 ,  536.859 ,   24 ,   22.5 ,   "3D Fix-F0" ,     7 ,  1.9
  3840 , 42170.78527778 ,   45.7460686 , -100.6678844 ,  537.258 ,   36 ,   22.5 ,   "3D Fix-F1" ,     8 ,  1.6
  3841 , 42170.78855324 ,   45.7460731 , -100.6678575 ,  539.832 ,   24 ,   22.5 ,   "3D Fix-F1" ,     9 ,  1.5
  3842 , 42170.79207176 ,   45.7460606 , -100.6678608 ,  541.813 ,   24 ,   22.5 ,   "3D Fix-F2" ,     9 ,  1.4
  3843 , 42170.79556713 ,   45.7460683 , -100.6678497 ,  533.945 ,   24 ,   22.0 ,   "3D Fix-F2" ,     7 ,  2.0
  3844 , 42170.79903935 ,   45.7460644 , -100.6678647 ,  534.008 ,   24 ,   22.5 ,   "3D Fix-F1" ,     8 ,  2.0
  3845 , 42170.80246528 ,   45.7460572 , -100.6678528 ,  528.281 ,   24 ,   22.5 ,   "3D Fix-F0" ,     8 ,  2.0
  3846 , 42170.80598380 ,   45.7460589 , -100.6678542 ,  530.777 ,   24 ,   22.5 ,   "3D Fix-F0" ,     7 ,  2.0
  3847 , 42170.80945602 ,   45.7460797 , -100.6678400 ,  534.262 ,   25 ,   22.0 ,   "3D Fix-F0" ,     8 ,  1.8
  3848 , 42170.81292824 ,   45.7460697 , -100.6678269 ,  532.043 ,   25 ,   22.0 ,   "3D Fix-F0" ,     7 ,  2.0
  3849 , 42170.81636574 ,   45.7454561 , -100.6682461 ,  530.258 ,   25 ,   21.5 ,   "3D Fix-F1" ,     7 ,  2.0
  3850 , 42170.81987269 ,   45.7442972 , -100.6681222 ,  535.961 ,   30 ,   21.5 ,   "3D Fix-F0" ,     7 ,  1.9
  3851 , 42170.82341435 ,   45.7436122 , -100.6679078 ,  538.816 ,   31 ,   21.5 ,   "3D Fix-F2" ,     7 ,  1.9
  3852 , 42170.82677083 ,   45.7432906 , -100.6674964 ,  544.434 ,   24 ,   21.5 ,   "3D Fix-F3" ,     6 ,  3.1
  3853 , 42170.83030093 ,   45.7432414 , -100.6669597 ,  531.742 ,   30 ,   21.5 ,   "3D Fix-F1" ,     7 ,  1.9
  3854 , 42170.83375000 ,   45.7431917 , -100.6666653 ,  532.664 ,   24 ,   21.5 ,   "3D Fix-F1" ,     7 ,  1.9
  3855 , 42170.83722222 ,   45.7431708 , -100.6666089 ,  535.918 ,   24 ,   21.0 ,   "3D Fix-F1" ,     7 ,  2.0
  3856 , 42170.84104167 ,   45.7432189 , -100.6666328 ,  533.836 ,   53 ,   20.5 ,   "3D Fix-F4" ,     9 ,  1.5
  3857 , 42170.84418981 ,   45.7432056 , -100.6665933 ,  538.297 ,   25 ,   20.5 ,   "3D Fix-F1" ,     9 ,  1.5
  3858 , 42170.84759259 ,   45.7427950 , -100.6661719 ,  538.879 ,   25 ,   20.0 ,   "3D Fix-F1" ,     8 ,  2.0
  3859 , 42170.85125000 ,   45.7424353 , -100.6662411 ,  542.859 ,   37 ,   19.5 ,   "3D Fix-F1" ,     8 ,  1.7
  3860 , 42170.85453704 ,   45.7422125 , -100.6664331 ,  544.434 ,   25 ,   19.5 ,   "3D Fix-F1" ,     9 ,  1.7
  3861 , 42170.85812500 ,   45.7418025 , -100.6663361 ,  542.195 ,   30 ,   19.5 ,   "3D Fix-F1" ,     9 ,  1.6
  3862 , 42170.86164352 ,   45.7414578 , -100.6662303 ,  535.914 ,   36 ,   19.0 ,   "3D Fix-F1" ,     9 ,  2.5
  3863 , 42170.86500000 ,   45.7414303 , -100.6665567 ,  537.797 ,   24 ,   19.0 ,   "3D Fix-F3" ,     9 ,  1.7
  3864 , 42170.86875000 ,   45.7416028 , -100.6668439 ,  544.555 ,   47 ,   19.0 ,   "3D Fix-F2" ,    11 ,  1.4
  3865 , 42170.87194444 ,   45.7420400 , -100.6667481 ,  536.234 ,   24 ,   18.5 ,   "3D Fix-F2" ,    10 ,  1.6
  3866 , 42170.87542824 ,   45.7421197 , -100.6667839 ,  540.641 ,   24 ,   18.5 ,   "3D Fix-F1" ,     9 ,  1.5
  3867 , 42170.87888889 ,   45.7423814 , -100.6681803 ,  538.844 ,   24 ,   18.5 ,   "3D Fix-F1" ,    10 ,  1.5
  3868 , 42170.88236111 ,   45.7427964 , -100.6689217 ,  544.789 ,   24 ,   18.5 ,   "3D Fix-F2" ,    10 ,  1.6
  3869 , 42170.88585648 ,   45.7430094 , -100.6689506 ,  552.121 ,   30 ,   18.5 ,   "3D Fix-F2" ,    10 ,  1.6
