 Record  ,     Date/Time ,   X-Act ,   Y-Act ,  % Head Down,   Temp 
     7245 , 42182.61111111,       52,        1,         68.7,   32.0
     7246 , 42182.61458333,       37,        2,          0.0,   32.0
     7247 , 42182.61805556,       83,      112,         15.3,   32.0
     7248 , 42182.62152778,       20,       15,         66.0,   32.0
     7249 , 42182.62500000,      146,        0,          0.0,   32.5
     7250 , 42182.62847222,       18,        0,          0.0,   32.5
     7251 , 42182.63194444,        0,        0,          0.0,   32.5
     7252 , 42182.63541667,        0,        0,          0.0,   32.5
     7253 , 42182.63888889,        4,        2,          0.0,   33.0
     7254 , 42182.64236111,        0,        0,          0.0,   33.0
     7255 , 42182.64583333,       10,        4,          0.7,   33.0
     7256 , 42182.64930556,        0,        0,          0.0,   33.0
     7257 , 42182.65277778,        2,        1,         80.0,   32.5
     7258 , 42182.65625000,        0,        0,        100.0,   32.5
     7259 , 42182.65972222,       26,        1,         47.3,   32.5
     7260 , 42182.66319444,        0,        0,          0.0,   32.0
     7261 , 42182.66666667,       16,       19,         87.3,   32.0
     7262 , 42182.67013889,       20,       14,         98.0,   32.5
     7263 , 42182.67361111,        8,        4,        100.0,   32.5
     7264 , 42182.67708333,        8,        2,        100.0,   32.5
     7265 , 42182.68055556,       14,       22,         99.3,   32.5
     7266 , 42182.68402778,       18,       34,         96.7,   32.5
     7267 , 42182.68750000,        2,        2,         99.3,   32.5
     7268 , 42182.69097222,        6,        2,        100.0,   32.0
     7269 , 42182.69444444,       14,        6,        100.0,   32.0
     7270 , 42182.69791667,        8,        0,        100.0,   32.0
     7271 , 42182.70138889,       14,        0,        100.0,   32.5
     7272 , 42182.70486111,        4,       44,         94.7,   32.5
     7273 , 42182.70833333,       12,       26,         99.3,   32.5
     7274 , 42182.71180556,       10,        6,         99.3,   32.0
     7275 , 42182.71527778,       12,       58,         96.0,   32.0
     7276 , 42182.71875000,        2,       10,        100.0,   32.0
     7277 , 42182.72222222,       20,       62,         98.0,   32.0
     7278 , 42182.72569444,       12,       10,         99.3,   31.5
     7279 , 42182.72916667,       10,       52,         98.7,   31.5
     7280 , 42182.73263889,       10,       34,         98.7,   31.5
     7281 , 42182.73611111,        0,      120,         92.0,   31.0
     7282 , 42182.73958333,        4,       20,         98.7,   31.0
     7283 , 42182.74305556,       20,       56,         89.3,   31.5
     7284 , 42182.74652778,        0,       12,         99.3,   32.0
     7285 , 42182.75000000,        6,        0,        100.0,   32.5
     7286 , 42182.75347222,       10,       36,         98.7,   32.0
     7287 , 42182.75694444,        6,        6,        100.0,   32.0
     7288 , 42182.76041667,       10,       62,         90.0,   32.0
     7289 , 42182.76388889,       22,       28,         48.0,   32.0
     7290 , 42182.76736111,       24,        2,        100.0,   31.5
     7291 , 42182.77083333,       12,       57,         83.3,   31.5
     7292 , 42182.77430556,       10,       63,         88.0,   31.0
     7293 , 42182.77777778,        4,        0,        100.0,   31.0
     7294 , 42182.78125000,       14,       10,         99.3,   31.0
     7295 , 42182.78472222,       20,        2,        100.0,   31.0
     7296 , 42182.78819444,       24,        2,         99.3,   30.5
     7297 , 42182.79166667,        8,       24,         99.3,   30.5
     7298 , 42182.79513889,       45,       58,         84.7,   30.5
     7299 , 42182.79861111,       35,      102,         71.3,   30.5
     7300 , 42182.80208333,       26,       46,         88.7,   30.5
     7301 , 42182.80555556,       14,       36,         93.3,   30.0
     7302 , 42182.80902778,       24,       24,         92.0,   30.0
     7303 , 42182.81250000,       12,        6,        100.0,   30.0
     7304 , 42182.81597222,       30,       25,         14.7,   30.0
     7305 , 42182.81944444,       20,       68,         22.7,   30.0
     7306 , 42182.82291667,        8,       39,         93.3,   30.0
     7307 , 42182.82638889,       12,        0,        100.0,   30.0
     7308 , 42182.82986111,       20,        4,        100.0,   29.5
     7309 , 42182.83333333,       22,       26,         98.7,   29.0
     7310 , 42182.83680556,       10,       10,        100.0,   29.0
     7311 , 42182.84027778,        4,       10,         99.3,   29.0
     7312 , 42182.84375000,       10,        2,        100.0,   29.0
     7313 , 42182.84722222,       10,       14,        100.0,   28.5
     7314 , 42182.85069444,       12,        2,         99.3,   28.5
     7315 , 42182.85416667,       10,       12,        100.0,   28.0
     7316 , 42182.85763889,        2,        8,         99.3,   28.0
     7317 , 42182.86111111,       14,       22,         99.3,   28.0
     7318 , 42182.86458333,       14,      102,         84.7,   27.5
     7319 , 42182.86805556,       14,       44,         98.0,   27.5
     7320 , 42182.87152778,        2,        0,        100.0,   27.0
     7321 , 42182.87500000,        8,        0,        100.0,   26.5
     7322 , 42182.87847222,       10,        0,        100.0,   26.0
     7323 , 42182.88194444,       10,        8,        100.0,   25.5
     7324 , 42182.88541667,        2,        0,        100.0,   25.0
     7325 , 42182.88888889,        6,        0,        100.0,   24.5
     7326 , 42182.89236111,       10,       14,         98.7,   24.0
     7327 , 42182.89583333,        8,        7,        100.0,   24.0
     7328 , 42182.89930556,        4,        9,        100.0,   23.5
     7329 , 42182.90277778,       16,       60,         95.3,   23.5
     7330 , 42182.90625000,       10,       24,         98.7,   23.5
     7331 , 42182.90972222,       16,        4,         98.0,   23.0
     7332 , 42182.91319444,       14,        2,        100.0,   23.0
     7333 , 42182.91666667,        2,        0,        100.0,   23.0
     7334 , 42182.92013889,        2,        2,         99.3,   22.5
     7335 , 42182.92361111,        0,        0,        100.0,   22.5
     7336 , 42182.92708333,       20,        0,        100.0,   22.0
     7337 , 42182.93055556,        6,        0,        100.0,   22.0
     7338 , 42182.93402778,       10,        2,        100.0,   22.0
     7339 , 42182.93750000,       10,       16,         99.3,   21.5
     7340 , 42182.94097222,       60,       16,         99.3,   21.5
     7341 , 42182.94444444,       46,       34,         72.7,   21.5
     7342 , 42182.94791667,        6,       52,         79.3,   21.5
     7343 , 42182.95138889,        0,        3,         56.0,   21.5
     7344 , 42182.95486111,        0,        6,          0.7,   21.5
     7345 , 42182.95833333,        0,        0,          0.0,   21.5
     7346 , 42182.96180556,        0,        2,          0.7,   21.5
     7347 , 42182.96527778,        0,        0,          0.0,   21.0
     7348 , 42182.96875000,        0,        0,          0.0,   21.0
     7349 , 42182.97222222,        0,       26,         18.7,   21.0
     7350 , 42182.97569444,        0,       59,         17.3,   21.0
     7351 , 42182.97916667,        0,       19,         56.7,   21.0
     7352 , 42182.98263889,        0,       16,          1.3,   21.0
     7353 , 42182.98611111,        0,       29,         56.7,   21.0
     7354 , 42182.98958333,        4,       19,         92.0,   20.5
     7355 , 42182.99305556,        8,        8,         78.7,   20.5
     7356 , 42182.99652778,        0,        6,          0.0,   20.5
     7357 , 42183.00000000,        0,       22,         19.3,   20.5
     7358 , 42183.00347222,        0,        2,          0.0,   20.5
     7359 , 42183.00694444,        0,        4,          5.3,   21.0
     7360 , 42183.01041667,        0,        8,          2.7,   21.0
     7361 , 42183.01388889,        4,        6,          0.7,   21.0
     7362 , 42183.01736111,        0,        2,          0.0,   21.0
     7363 , 42183.02083333,        0,        2,          0.0,   21.0
     7364 , 42183.02430556,        0,        0,          0.0,   21.0
     7365 , 42183.02777778,        8,        2,          0.0,   20.5
     7366 , 42183.03125000,        0,        0,          0.0,   20.5
     7367 , 42183.03472222,        0,        0,          0.0,   20.5
     7368 , 42183.03819444,       20,        9,          8.7,   20.5
     7369 , 42183.04166667,        6,        7,         19.3,   20.5
     7370 , 42183.04513889,        1,        3,         80.7,   20.5
     7371 , 42183.04861111,        0,        0,        100.0,   20.5
     7372 , 42183.05208333,        0,        1,         42.7,   20.5
     7373 , 42183.05555556,        2,        0,          0.0,   20.5
     7374 , 42183.05902778,        2,        2,          0.0,   20.5
     7375 , 42183.06250000,       19,        8,          0.7,   20.5
     7376 , 42183.06597222,      114,        0,          0.0,   20.5
     7377 , 42183.06944444,        8,        0,          0.0,   20.5
     7378 , 42183.07291667,       14,        3,         50.0,   20.5
     7379 , 42183.07638889,        2,       44,         88.7,   20.0
     7380 , 42183.07986111,        0,       76,         90.7,   19.5
     7381 , 42183.08333333,       14,       13,         66.0,   19.0
     7382 , 42183.08680556,        0,        0,          0.0,   19.0
     7383 , 42183.09027778,        0,        0,          0.0,   19.0
     7384 , 42183.09375000,        4,        2,          0.0,   19.5
     7385 , 42183.09722222,        0,        8,          0.7,   19.5
     7386 , 42183.10069444,        0,        0,          0.0,   19.5
     7387 , 42183.10416667,        0,        0,          0.0,   19.5
     7388 , 42183.10763889,        0,        2,          0.0,   19.5
     7389 , 42183.11111111,        0,        2,          0.0,   19.5
     7390 , 42183.11458333,        0,        0,          0.0,   19.5
     7391 , 42183.11805556,        0,        0,          0.0,   19.5
     7392 , 42183.12152778,        0,        2,          0.7,   19.5
     7393 , 42183.12500000,        0,        2,          0.0,   19.5
     7394 , 42183.12847222,        0,        1,         48.0,   19.5
     7395 , 42183.13194444,        0,        0,        100.0,   20.0
     7396 , 42183.13541667,        0,        0,        100.0,   21.0
     7397 , 42183.13888889,        1,        6,         89.3,   21.0
     7398 , 42183.14236111,        0,        0,        100.0,   20.5
     7399 , 42183.14583333,        1,       19,         64.0,   20.0
     7400 , 42183.14930556,        2,        3,         67.3,   19.5
     7401 , 42183.15277778,        0,        0,        100.0,   19.5
     7402 , 42183.15625000,        0,        4,         94.0,   19.5
     7403 , 42183.15972222,        2,       50,         53.3,   19.5
     7404 , 42183.16319444,        0,        0,        100.0,   18.5
     7405 , 42183.16666667,        2,       37,         42.0,   18.0
     7406 , 42183.17013889,        0,        0,          0.0,   17.5
     7407 , 42183.17361111,        0,        0,          0.0,   17.0
     7408 , 42183.17708333,        2,        0,          0.0,   16.5
     7409 , 42183.18055556,        0,        0,          0.0,   16.5
     7410 , 42183.18402778,        0,        0,          0.0,   16.5
     7411 , 42183.18750000,        0,        0,          0.0,   16.0
     7412 , 42183.19097222,        0,        0,          0.0,   16.0
     7413 , 42183.19444444,        0,        0,          0.0,   16.0
     7414 , 42183.19791667,        3,        9,         64.0,   16.0
     7415 , 42183.20138889,        0,        0,        100.0,   16.0
     7416 , 42183.20486111,        0,        0,        100.0,   16.5
     7417 , 42183.20833333,       23,        3,         48.7,   16.5
     7418 , 42183.21180556,       21,        5,         24.7,   16.5
     7419 , 42183.21527778,       13,       11,          7.3,   16.5
     7420 , 42183.21875000,        2,        2,          0.0,   16.5
     7421 , 42183.22222222,        0,        0,          0.0,   16.5
     7422 , 42183.22569444,        0,        0,          0.0,   16.0
     7423 , 42183.22916667,        6,        8,         18.0,   16.0
     7424 , 42183.23263889,        0,        4,          0.0,   16.0
     7425 , 42183.23611111,        0,        2,          0.0,   16.0
     7426 , 42183.23958333,       20,       35,         22.0,   15.5
     7427 , 42183.24305556,       10,        2,         85.3,   15.5
     7428 , 42183.24652778,        2,        0,        100.0,   15.0
     7429 , 42183.25000000,        2,        0,        100.0,   15.0
     7430 , 42183.25347222,        8,        4,        100.0,   15.0
     7431 , 42183.25694444,        8,        0,        100.0,   14.5
     7432 , 42183.26041667,        2,        0,        100.0,   14.5
     7433 , 42183.26388889,        8,        0,        100.0,   14.5
     7434 , 42183.26736111,       12,        0,        100.0,   15.0
     7435 , 42183.27083333,       14,       10,         99.3,   15.0
     7436 , 42183.27430556,        4,        0,        100.0,   15.0
     7437 , 42183.27777778,        4,        0,        100.0,   15.5
     7438 , 42183.28125000,       32,        2,        100.0,   15.5
     7439 , 42183.28472222,        6,        4,        100.0,   16.0
     7440 , 42183.28819444,        8,        2,        100.0,   16.5
     7441 , 42183.29166667,        2,        0,        100.0,   16.5
     7442 , 42183.29513889,        2,        0,        100.0,   17.0
     7443 , 42183.29861111,       10,        0,        100.0,   17.5
     7444 , 42183.30208333,        2,        6,         99.3,   17.5
     7445 , 42183.30555556,        0,        0,        100.0,   17.5
     7446 , 42183.30902778,        0,        6,        100.0,   17.5
     7447 , 42183.31250000,        2,        0,        100.0,   18.0
     7448 , 42183.31597222,        0,        0,        100.0,   18.5
     7449 , 42183.31944444,        8,       20,         90.0,   18.5
     7450 , 42183.32291667,        2,        0,        100.0,   19.0
     7451 , 42183.32638889,        8,        4,        100.0,   19.0
     7452 , 42183.32986111,       76,       28,         98.0,   19.5
     7453 , 42183.33333333,       32,       14,         98.7,   20.0
     7454 , 42183.33680556,       14,        0,        100.0,   20.0
     7455 , 42183.34027778,       28,       12,         99.3,   20.5
     7456 , 42183.34375000,       30,       51,         80.7,   21.0
     7457 , 42183.34722222,       10,       17,         96.7,   21.0
     7458 , 42183.35069444,        2,        0,        100.0,   21.5
     7459 , 42183.35416667,        2,        3,         12.0,   21.5
     7460 , 42183.35763889,        0,        2,          0.0,   21.5
     7461 , 42183.36111111,        0,        0,          0.0,   21.5
     7462 , 42183.36458333,        8,        8,          2.7,   21.5
     7463 , 42183.36805556,        0,        0,          0.0,   21.5
     7464 , 42183.37152778,        0,        0,          0.0,   21.5
     7465 , 42183.37500000,        2,       28,         12.0,   22.0
     7466 , 42183.37847222,       12,       30,         49.3,   22.0
     7467 , 42183.38194444,       12,       53,         94.0,   22.5
     7468 , 42183.38541667,        6,        8,         99.3,   23.0
     7469 , 42183.38888889,        4,        0,        100.0,   24.0
     7470 , 42183.39236111,        6,       90,         96.7,   24.5
     7471 , 42183.39583333,       12,       28,         99.3,   25.0
     7472 , 42183.39930556,        2,       14,         96.7,   25.0
     7473 , 42183.40277778,        0,        0,        100.0,   25.5
     7474 , 42183.40625000,        6,        4,        100.0,   26.0
     7475 , 42183.40972222,        4,        2,         99.3,   26.0
     7476 , 42183.41319444,        2,       10,        100.0,   26.5
     7477 , 42183.41666667,       10,       24,         99.3,   26.5
     7478 , 42183.42013889,       14,       44,         97.3,   26.5
     7479 , 42183.42361111,       18,       62,         94.0,   27.0
     7480 , 42183.42708333,        8,        2,        100.0,   27.0
     7481 , 42183.43055556,        0,        0,        100.0,   27.0
     7482 , 42183.43402778,        6,        0,        100.0,   27.5
     7483 , 42183.43750000,       14,        8,        100.0,   27.5
     7484 , 42183.44097222,        6,        0,        100.0,   27.5
     7485 , 42183.44444444,        0,        0,        100.0,   27.5
     7486 , 42183.44791667,        6,        0,        100.0,   27.5
     7487 , 42183.45138889,        2,        0,        100.0,   27.5
     7488 , 42183.45486111,        0,       18,         98.0,   27.5
     7489 , 42183.45833333,       14,       62,         94.0,   28.0
     7490 , 42183.46180556,       12,       40,         87.3,   28.0
     7491 , 42183.46527778,        4,        6,         96.7,   27.5
     7492 , 42183.46875000,       20,      150,         76.7,   27.5
     7493 , 42183.47222222,        1,       54,         82.7,   27.5
     7494 , 42183.47569444,       11,       31,         28.7,   27.5
     7495 , 42183.47916667,        0,        0,          0.0,   27.5
     7496 , 42183.48263889,        0,       10,          0.0,   27.5
     7497 , 42183.48611111,        4,       31,         98.0,   27.5
     7498 , 42183.48958333,        4,        0,        100.0,   28.0
     7499 , 42183.49305556,        2,        0,        100.0,   28.0
     7500 , 42183.49652778,        4,       12,         99.3,   28.0
     7501 , 42183.50000000,       14,        2,        100.0,   28.5
     7502 , 42183.50347222,       14,       10,         99.3,   29.0
     7503 , 42183.50694444,        4,        0,        100.0,   28.5
     7504 , 42183.51041667,       10,        0,        100.0,   28.5
     7505 , 42183.51388889,        8,        0,        100.0,   28.0
     7506 , 42183.51736111,       16,        0,        100.0,   28.0
     7507 , 42183.52083333,        0,        0,        100.0,   28.0
     7508 , 42183.52430556,        0,        0,        100.0,   28.0
     7509 , 42183.52777778,        0,        0,        100.0,   28.0
     7510 , 42183.53125000,        0,        2,        100.0,   28.0
     7511 , 42183.53472222,        0,        0,        100.0,   28.5
     7512 , 42183.53819444,        2,        0,        100.0,   28.5
     7513 , 42183.54166667,        8,       46,         95.3,   28.5
     7514 , 42183.54513889,       38,        0,        100.0,   28.5
     7515 , 42183.54861111,       26,       20,         98.0,   28.5
     7516 , 42183.55208333,        0,        0,        100.0,   29.0
     7517 , 42183.55555556,        4,      230,         77.3,   29.0
     7518 , 42183.55902778,        0,      100,         76.0,   29.5
     7519 , 42183.56250000,       12,      110,         74.7,   29.5
     7520 , 42183.56597222,       10,      108,         73.3,   29.5
     7521 , 42183.56944444,       14,       97,         80.7,   29.5
     7522 , 42183.57291667,       20,       52,         83.3,   29.5
     7523 , 42183.57638889,       28,       92,         84.7,   29.5
     7524 , 42183.57986111,       61,      147,         35.3,   29.5
     7525 , 42183.58333333,       41,       20,         27.3,   29.5
     7526 , 42183.58680556,        4,       28,         97.3,   29.5
     7527 , 42183.59027778,        8,        0,        100.0,   29.5
     7528 , 42183.59375000,        4,      154,         92.0,   29.5
     7529 , 42183.59722222,        2,       70,         94.0,   29.0
     7530 , 42183.60069444,        2,       52,         98.7,   29.0
     7531 , 42183.60416667,        2,        2,         99.3,   28.5
     7532 , 42183.60763889,        8,       31,         98.0,   29.0
     7533 , 42183.61111111,       52,        3,        100.0,   29.0
     7534 , 42183.61458333,        0,        0,        100.0,   28.5
     7535 , 42183.61805556,       60,       19,         44.7,   28.5
     7536 , 42183.62152778,        0,        2,          0.0,   28.0
     7537 , 42183.62500000,        0,       10,          0.7,   28.0
     7538 , 42183.62847222,        2,       22,          2.7,   28.0
     7539 , 42183.63194444,        0,      138,         11.3,   28.0
     7540 , 42183.63541667,        8,      123,         80.0,   28.5
     7541 , 42183.63888889,       16,       24,         96.0,   29.0
     7542 , 42183.64236111,        6,        4,        100.0,   29.5
     7543 , 42183.64583333,       10,        6,        100.0,   29.5
     7544 , 42183.64930556,       14,       14,         98.0,   29.5
     7545 , 42183.65277778,        2,       46,         98.0,   30.0
     7546 , 42183.65625000,        2,      102,         96.7,   30.5
     7547 , 42183.65972222,        0,      126,         95.3,   31.0
     7548 , 42183.66319444,        0,      122,         96.0,   31.5
     7549 , 42183.66666667,        6,        9,         24.0,   32.0
     7550 , 42183.67013889,      108,       30,          9.3,   33.0
     7551 , 42183.67361111,       16,        4,         14.7,   34.5
     7552 , 42183.67708333,        4,        0,          0.0,   35.5
     7553 , 42183.68055556,       19,        7,         66.0,   36.5
     7554 , 42183.68402778,       11,        7,         84.7,   37.5
     7555 , 42183.68750000,       44,        9,         51.3,   37.5
     7556 , 42183.69097222,       22,        8,        100.0,   36.5
     7557 , 42183.69444444,        0,       80,         97.3,   35.5
     7558 , 42183.69791667,        6,        4,        100.0,   35.0
     7559 , 42183.70138889,        0,        0,        100.0,   34.5
     7560 , 42183.70486111,        0,        4,        100.0,   34.5
     7561 , 42183.70833333,        2,       44,         98.7,   34.5
     7562 , 42183.71180556,       14,       16,         99.3,   34.0
     7563 , 42183.71527778,       20,       11,         81.3,   33.5
     7564 , 42183.71875000,        0,       60,          9.3,   32.5
     7565 , 42183.72222222,        2,       19,         58.7,   32.0
     7566 , 42183.72569444,        0,        0,        100.0,   32.0
     7567 , 42183.72916667,        0,        1,         68.7,   32.0
     7568 , 42183.73263889,        0,        4,          0.0,   32.0
     7569 , 42183.73611111,        0,        0,          0.0,   32.0
     7570 , 42183.73958333,        0,        0,          0.0,   32.0
     7571 , 42183.74305556,        0,        2,          0.0,   32.0
     7572 , 42183.74652778,        0,        8,          3.3,   32.0
     7573 , 42183.75000000,        0,        0,        100.0,   32.0
     7574 , 42183.75347222,        0,       20,         92.7,   32.5
     7575 , 42183.75694444,        0,       21,         73.3,   32.5
     7576 , 42183.76041667,       10,       29,         60.7,   32.0
     7577 , 42183.76388889,       35,       78,         84.0,   31.5
     7578 , 42183.76736111,       15,      166,         94.0,   31.0
     7579 , 42183.77083333,        0,        0,         99.3,   30.5
     7580 , 42183.77430556,        8,       44,         94.7,   31.0
     7581 , 42183.77777778,        4,       88,         95.3,   31.0
     7582 , 42183.78125000,       12,        0,        100.0,   30.5
     7583 , 42183.78472222,        6,        2,        100.0,   30.5
     7584 , 42183.78819444,        8,        8,         99.3,   30.0
     7585 , 42183.79166667,       18,        4,         97.3,   29.5
     7586 , 42183.79513889,        6,        8,        100.0,   29.5
     7587 , 42183.79861111,       12,        4,        100.0,   28.5
     7588 , 42183.80208333,       14,       12,         96.7,   28.0
     7589 , 42183.80555556,        0,        0,         98.7,   27.5
     7590 , 42183.80902778,       10,        0,        100.0,   27.0
     7591 , 42183.81250000,        4,        0,        100.0,   27.0
     7592 , 42183.81597222,        8,        2,        100.0,   26.5
     7593 , 42183.81944444,        2,        0,        100.0,   26.5
     7594 , 42183.82291667,        0,        0,        100.0,   26.5
     7595 , 42183.82638889,       16,       36,         96.0,   27.0
     7596 , 42183.82986111,        2,       16,        100.0,   27.0
     7597 , 42183.83333333,        4,        2,        100.0,   26.5
     7598 , 42183.83680556,        4,        0,        100.0,   26.5
     7599 , 42183.84027778,        8,        2,        100.0,   26.5
     7600 , 42183.84375000,       10,       14,        100.0,   26.0
     7601 , 42183.84722222,       10,       14,         99.3,   26.0
     7602 , 42183.85069444,       10,       30,         98.7,   26.0
     7603 , 42183.85416667,       14,       72,         87.3,   26.0
     7604 , 42183.85763889,        4,       44,         98.7,   25.5
     7605 , 42183.86111111,        6,        0,        100.0,   25.5
     7606 , 42183.86458333,        7,        4,         91.3,   25.0
     7607 , 42183.86805556,       11,        8,         97.3,   25.0
     7608 , 42183.87152778,        8,        0,        100.0,   24.5
     7609 , 42183.87500000,        2,        0,        100.0,   24.0
     7610 , 42183.87847222,        8,        0,        100.0,   23.5
     7611 , 42183.88194444,        8,        0,        100.0,   23.0
     7612 , 42183.88541667,       16,        0,        100.0,   23.0
     7613 , 42183.88888889,       12,        0,        100.0,   22.5
     7614 , 42183.89236111,       12,        0,        100.0,   22.0
     7615 , 42183.89583333,        8,        0,        100.0,   22.0
     7616 , 42183.89930556,        0,        0,        100.0,   21.5
     7617 , 42183.90277778,        8,        8,        100.0,   21.0
     7618 , 42183.90625000,       12,        0,        100.0,   21.0
     7619 , 42183.90972222,        8,        2,        100.0,   20.5
     7620 , 42183.91319444,        8,       30,         90.7,   20.0
     7621 , 42183.91666667,       50,       36,         90.7,   19.5
     7622 , 42183.92013889,       12,       42,         89.3,   19.0
     7623 , 42183.92361111,       14,       26,         99.3,   19.0
     7624 , 42183.92708333,        2,        2,         99.3,   19.0
     7625 , 42183.93055556,        0,        4,        100.0,   19.0
     7626 , 42183.93402778,       34,       28,         94.0,   19.0
     7627 , 42183.93750000,       70,       30,         94.0,   19.0
     7628 , 42183.94097222,       78,       16,         98.0,   19.0
     7629 , 42183.94444444,       44,       34,         97.3,   19.0
     7630 , 42183.94791667,       56,        8,         98.7,   18.5
     7631 , 42183.95138889,       28,       38,         88.0,   18.5
     7632 , 42183.95486111,        8,       94,         55.3,   18.5
     7633 , 42183.95833333,       10,       23,         21.3,   18.0
     7634 , 42183.96180556,       41,        4,          0.0,   18.0
     7635 , 42183.96527778,       97,        2,          0.0,   18.0
     7636 , 42183.96875000,       49,       80,          9.3,   18.0
     7637 , 42183.97222222,      119,       32,         16.7,   17.5
     7638 , 42183.97569444,        0,      111,         50.0,   17.5
     7639 , 42183.97916667,       14,       17,         83.3,   17.5
     7640 , 42183.98263889,        2,       16,         40.0,   17.0
     7641 , 42183.98611111,        0,        0,          0.0,   17.5
     7642 , 42183.98958333,        0,        0,          0.0,   17.5
     7643 , 42183.99305556,        0,        0,          0.0,   18.0
     7644 , 42183.99652778,        2,       14,          5.3,   18.0
     7645 , 42184.00000000,        0,        2,          1.3,   18.0
     7646 , 42184.00347222,        0,        0,          0.0,   18.0
     7647 , 42184.00694444,        0,        2,          0.0,   18.0
     7648 , 42184.01041667,        0,        0,          0.0,   18.0
     7649 , 42184.01388889,        2,        2,          0.0,   18.0
     7650 , 42184.01736111,        2,       13,         91.3,   18.0
     7651 , 42184.02083333,        0,        1,         32.7,   18.0
     7652 , 42184.02430556,       10,       10,          0.0,   18.0
     7653 , 42184.02777778,        2,        8,          4.7,   18.0
     7654 , 42184.03125000,       16,       14,         13.3,   18.0
     7655 , 42184.03472222,       59,        0,          0.0,   18.5
     7656 , 42184.03819444,        7,        0,          0.0,   18.5
     7657 , 42184.04166667,       14,        0,          0.0,   18.5
     7658 , 42184.04513889,        0,        1,         97.3,   18.5
     7659 , 42184.04861111,        0,        1,         45.3,   18.5
     7660 , 42184.05208333,        0,        0,          0.0,   18.5
     7661 , 42184.05555556,        0,        3,         18.0,   18.5
     7662 , 42184.05902778,        0,      189,         62.7,   18.5
     7663 , 42184.06250000,        0,        8,          0.7,   18.5
     7664 , 42184.06597222,        0,        2,          0.0,   18.5
     7665 , 42184.06944444,        0,        0,          0.0,   18.5
     7666 , 42184.07291667,       24,       62,         35.3,   18.5
     7667 , 42184.07638889,       18,       42,         24.0,   18.5
     7668 , 42184.07986111,       12,       77,         47.3,   18.5
     7669 , 42184.08333333,        0,        3,          5.3,   18.5
     7670 , 42184.08680556,       12,       11,         20.0,   18.0
     7671 , 42184.09027778,        1,        1,          3.3,   18.0
     7672 , 42184.09375000,       11,       10,          0.7,   18.0
     7673 , 42184.09722222,        0,        0,          0.0,   18.0
     7674 , 42184.10069444,        0,        2,          0.0,   18.0
     7675 , 42184.10416667,        0,        0,          0.0,   18.0
     7676 , 42184.10763889,        0,        0,          0.0,   18.0
     7677 , 42184.11111111,        6,        0,          0.0,   18.0
     7678 , 42184.11458333,       12,        8,          0.0,   18.0
     7679 , 42184.11805556,        0,        2,          0.0,   17.5
     7680 , 42184.12152778,        4,        2,          0.0,   17.5
     7681 , 42184.12500000,       11,        7,         66.7,   17.5
     7682 , 42184.12847222,        1,        1,         98.0,   17.5
     7683 , 42184.13194444,      134,       18,          1.3,   17.5
     7684 , 42184.13541667,        8,       36,         17.3,   17.5
     7685 , 42184.13888889,        0,        0,          0.0,   17.5
     7686 , 42184.14236111,        4,        2,          0.7,   17.5
     7687 , 42184.14583333,        0,        2,          3.3,   17.5
     7688 , 42184.14930556,        1,        0,          0.0,   17.5
     7689 , 42184.15277778,        3,       52,         42.0,   17.5
     7690 , 42184.15625000,       10,      126,         28.7,   17.5
     7691 , 42184.15972222,        2,        8,          0.0,   17.5
     7692 , 42184.16319444,        8,        2,          0.0,   17.5
     7693 , 42184.16666667,        4,        8,          3.3,   17.5
     7694 , 42184.17013889,        0,        0,          0.0,   17.5
     7695 , 42184.17361111,        7,        9,         98.7,   17.5
     7696 , 42184.17708333,        1,        1,         36.7,   17.5
     7697 , 42184.18055556,       12,        4,         20.7,   17.5
     7698 , 42184.18402778,        0,        2,          0.0,   17.5
     7699 , 42184.18750000,        8,       10,          6.0,   17.5
     7700 , 42184.19097222,       10,       36,          6.0,   17.5
     7701 , 42184.19444444,        0,        0,          0.0,   17.0
     7702 , 42184.19791667,        0,        8,         12.7,   17.0
     7703 , 42184.20138889,        0,       60,         22.0,   17.0
     7704 , 42184.20486111,        2,        4,         10.0,   17.0
     7705 , 42184.20833333,        0,       10,          0.7,   17.0
     7706 , 42184.21180556,        0,        1,         13.3,   17.5
     7707 , 42184.21527778,        0,       17,         56.7,   17.0
     7708 , 42184.21875000,        0,        2,          0.0,   17.0
     7709 , 42184.22222222,        0,        4,          0.0,   17.0
     7710 , 42184.22569444,       14,      146,         36.0,   17.5
     7711 , 42184.22916667,        0,       24,          1.3,   17.5
     7712 , 42184.23263889,        0,       82,          4.0,   17.5
     7713 , 42184.23611111,        0,       32,          4.7,   18.0
     7714 , 42184.23958333,        6,       17,         71.3,   18.0
     7715 , 42184.24305556,        6,        8,        100.0,   17.5
     7716 , 42184.24652778,       16,       18,         97.3,   16.5
     7717 , 42184.25000000,       10,        2,        100.0,   16.0
     7718 , 42184.25347222,       14,        6,        100.0,   16.0
     7719 , 42184.25694444,        4,        0,        100.0,   15.5
     7720 , 42184.26041667,        6,        0,        100.0,   15.5
     7721 , 42184.26388889,        4,       36,         98.0,   15.5
     7722 , 42184.26736111,       12,        0,        100.0,   16.0
     7723 , 42184.27083333,       16,       46,         88.7,   16.0
     7724 , 42184.27430556,        4,       24,         88.0,   16.0
     7725 , 42184.27777778,       28,       12,         77.3,   16.5
